Country,Country_Code,Region,Year,Month,Flight_Capacity,Passengers,Load_Factor,Average_Ticket_Price,Revenue,Tourism_Maturity
Nigeria,NIG,Sub-Saharan Africa,2019,3,384567,277719,0.722,115.42,32055042.57,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,4,397192,260426,0.656,108.27,28196060.3,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,5,498821,313939,0.629,98.38,30884361.93,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,6,305140,216878,0.711,146.76,31828927.37,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,7,388422,260112,0.67,133.32,34679173.18,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,8,307324,273200,0.889,149.56,40860444.69,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,9,364292,278377,0.764,112.81,31403439.74,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,10,387868,245112,0.632,94.81,23239361.23,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,11,463220,360270,0.778,88.99,32059588.72,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,12,374888,304603,0.813,147.6,44960813.03,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,1,97906,72149,0.737,120.32,8680642.9,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,2,99772,87793,0.88,119.49,10490814.65,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,3,90466,78056,0.863,98.61,7697471.75,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,4,141936,103735,0.731,97.55,10119440.72,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,5,195605,131732,0.673,113.03,14890032.02,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,6,113246,79976,0.706,152.17,12169715.41,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,7,94335,87016,0.922,174.6,15192756.16,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,8,119209,106965,0.897,135.64,14508215.63,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,9,98501,70505,0.716,106.64,7518893.03,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,10,102883,82016,0.797,109.59,8988466.18,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,11,115839,74843,0.646,89.17,6673673.36,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,12,155722,111474,0.716,141.92,15820222.87,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,1,218141,141822,0.65,102.1,14479608.26,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,2,164873,132037,0.801,106.28,14033157.06,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,3,177927,118023,0.663,107.22,12654950.11,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,4,184932,167213,0.904,99.57,16648652.04,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,5,242266,167272,0.69,116.93,19559139.43,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,6,264912,200662,0.757,157.75,31655150.28,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,7,223458,170488,0.763,147.74,25187183.89,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,8,158883,112845,0.71,135.42,15281041.93,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,9,184061,121652,0.661,96.3,11715579.75,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,10,266842,217192,0.814,119.62,25981333.8,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,11,265862,196899,0.741,111.75,22003828.8,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,12,240335,188604,0.785,157.32,29672089.94,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,1,311862,270699,0.868,110.05,29789533.51,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,2,253421,236134,0.932,101.92,24067592.9,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,3,252107,152241,0.604,92.07,14016125.88,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,4,293497,214451,0.731,89.74,19245875.35,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,5,447482,298274,0.667,104.96,31307094.22,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,6,313141,278603,0.89,166.32,46336746.25,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,7,262034,240732,0.919,140.17,33743603.87,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,8,290334,229668,0.791,146.5,33646711.79,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,9,267954,176838,0.66,116.47,20597111.61,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,10,336630,229912,0.683,104.36,23994339.38,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,11,261418,165894,0.635,117.96,19568231.4,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,12,296964,215758,0.727,173.76,37489928.92,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,1,178189,127883,0.718,39.69,5075076.92,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,2,160903,127989,0.795,36.22,4635585.13,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,3,201296,176316,0.876,44.32,7813535.46,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,4,275893,192227,0.697,38.59,7418370.93,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,5,273652,182251,0.666,37.23,6785189.4,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,6,210786,183159,0.869,54.52,9985328.92,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,7,223577,144255,0.645,67.59,9749962.14,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,8,186501,125314,0.672,67.51,8459621.84,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,9,240078,187994,0.783,39.72,7467868.42,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,10,230044,213189,0.927,36.7,7823416.18,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,11,244995,171432,0.7,44.53,7633773.95,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,12,245362,164934,0.672,57.89,9547998.05,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,1,268277,231980,0.865,48.61,11277160.44,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,2,188582,139690,0.741,37.65,5258735.25,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,3,236041,170704,0.723,41.74,7125707.63,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,4,251654,233480,0.928,36.93,8622332.97,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,5,267949,217783,0.813,47.93,10438499.02,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,6,291112,231591,0.796,54.62,12649987.21,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,7,197491,182006,0.922,63.0,11466194.82,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,8,164840,114434,0.694,54.45,6230945.66,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,9,225477,201180,0.892,49.37,9931980.46,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,10,260123,206511,0.794,44.22,9131466.73,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,11,304130,184586,0.607,48.85,9016509.02,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,12,223182,208277,0.933,67.76,14113125.9,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,1,43377,28535,0.658,40.77,1163492.39,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,2,42989,32403,0.754,44.15,1430680.01,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,3,63928,39619,0.62,49.17,1948106.91,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,4,66795,59973,0.898,37.0,2218904.02,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,5,86389,57076,0.661,45.17,2578235.17,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,6,71279,65464,0.918,59.77,3912926.01,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,7,47446,42824,0.903,59.97,2568086.57,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,8,54656,42094,0.77,56.63,2383801.84,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,9,50074,36796,0.735,39.74,1462381.46,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,10,72142,52997,0.735,46.46,2462080.51,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,11,83078,52781,0.635,47.11,2486754.88,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,12,89159,74921,0.84,71.94,5389483.65,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,1,94892,84511,0.891,45.09,3811022.18,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,2,83655,70825,0.847,42.88,3036968.55,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,3,124411,82217,0.661,45.63,3751634.43,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,4,172096,135228,0.786,42.77,5783581.41,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,5,135796,101880,0.75,47.76,4866182.72,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,6,168859,140376,0.831,71.95,10100392.94,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,7,131423,85534,0.651,61.18,5233351.2,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,8,103709,79143,0.763,67.97,5379736.79,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,9,122530,111275,0.908,43.68,4860745.37,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,10,177961,109589,0.616,37.27,4084033.0,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,11,164960,147369,0.893,47.8,7043822.42,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,12,133654,89592,0.67,57.51,5152470.94,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,1,148730,95132,0.64,45.26,4305860.46,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,2,128723,96220,0.747,41.94,4035901.39,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,3,198241,178715,0.902,47.68,8520645.48,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,4,207713,132405,0.637,49.47,6550185.56,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,5,211057,164720,0.78,39.57,6518358.98,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,6,176547,124770,0.707,70.14,8751861.83,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,7,232198,172644,0.744,55.26,9540896.77,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,8,159929,117039,0.732,71.75,8397248.14,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,9,144451,92693,0.642,45.44,4212174.96,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,10,242450,185446,0.765,39.74,7370193.75,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,11,207377,148956,0.718,39.04,5815436.91,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,12,217754,135612,0.623,61.33,8317219.69,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,1,85753,51566,0.601,58.49,3015968.31,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,2,86203,53935,0.626,58.77,3169622.08,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,3,97780,80989,0.828,58.55,4742193.52,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,4,152535,113342,0.743,47.92,5431561.33,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,5,124054,107688,0.868,59.34,6389732.2,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,6,120983,73225,0.605,84.1,6158557.24,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,7,114674,79899,0.697,70.14,5604453.41,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,8,81525,76634,0.94,87.5,6705149.69,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,9,101992,95596,0.937,48.95,4679208.81,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,10,116789,78739,0.674,57.64,4538283.3,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,11,121688,81348,0.669,59.42,4834012.85,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,12,115363,109265,0.947,68.39,7472483.18,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,1,83253,75325,0.905,53.68,4043368.62,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,2,65854,41401,0.629,53.49,2214362.57,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,3,117814,90630,0.769,54.4,4930404.84,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,4,119162,111560,0.936,54.81,6114423.02,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,5,133326,95377,0.715,51.87,4947505.97,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,6,108337,79275,0.732,84.53,6700836.78,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,7,136443,111846,0.82,78.82,8815981.42,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,8,99200,81598,0.823,83.73,6832459.5,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,9,102833,62976,0.612,56.06,3530664.11,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,10,147045,93321,0.635,46.48,4337474.37,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,11,176825,140690,0.796,57.56,8097677.21,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,12,118478,72356,0.611,69.56,5033280.07,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,1,27506,21541,0.783,58.15,1252653.71,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,2,25736,24362,0.947,45.3,1103571.15,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,3,28162,17728,0.63,52.88,937537.44,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,4,33435,28061,0.839,46.19,1296120.74,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,5,37217,28324,0.761,50.2,1421930.59,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,6,47285,42232,0.893,68.58,2896415.45,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,7,37485,29892,0.797,77.08,2304024.01,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,8,26494,22754,0.859,67.31,1531615.96,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,9,35873,22721,0.633,52.76,1198706.92,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,10,39391,35916,0.912,56.11,2015206.77,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,11,52754,45702,0.866,48.92,2235659.86,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,12,40745,30977,0.76,78.45,2430186.29,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,1,56399,47698,0.846,45.37,2164068.89,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,2,52015,33825,0.65,44.43,1502926.62,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,3,69075,55502,0.804,44.58,2474004.02,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,4,69946,55054,0.787,44.87,2470061.9,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,5,86343,58160,0.674,57.11,3321434.84,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,6,72032,55267,0.767,85.62,4732000.3,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,7,81432,71143,0.874,69.53,4946540.94,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,8,47077,38227,0.812,75.04,2868371.21,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,9,76673,55385,0.722,50.77,2812120.64,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,10,66354,58307,0.879,48.43,2823629.26,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,11,100456,79257,0.789,57.88,4587088.02,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,12,66252,57652,0.87,67.13,3870251.2,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,1,87313,68399,0.783,51.42,3516759.02,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,2,56063,48188,0.86,46.16,2224560.48,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,3,87658,56473,0.644,44.11,2490939.18,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,4,101006,70178,0.695,46.47,3260909.38,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,5,92552,71698,0.775,52.31,3750257.57,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,6,82858,64067,0.773,75.4,4830748.67,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,7,103741,63319,0.61,85.1,5388235.6,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,8,83049,70809,0.853,74.91,5304363.9,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,9,73097,59601,0.815,56.69,3378577.62,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,10,105269,80351,0.763,44.97,3613475.43,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,11,127374,114179,0.896,50.57,5773675.91,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,12,136027,96531,0.71,82.07,7922229.61,emerging
Ghana,GHA,Sub-Saharan Africa,2018,1,51841,39464,0.761,89.87,3546442.58,emerging
Ghana,GHA,Sub-Saharan Africa,2018,2,43104,38495,0.893,114.18,4395428.63,emerging
Ghana,GHA,Sub-Saharan Africa,2018,3,45287,31762,0.701,106.92,3395846.05,emerging
Ghana,GHA,Sub-Saharan Africa,2018,4,78330,72621,0.927,96.87,7035134.53,emerging
Ghana,GHA,Sub-Saharan Africa,2018,5,76259,65076,0.853,95.47,6212866.94,emerging
Ghana,GHA,Sub-Saharan Africa,2018,6,59324,39487,0.666,162.75,6426581.25,emerging
Ghana,GHA,Sub-Saharan Africa,2018,7,64261,58293,0.907,161.48,9413381.58,emerging
Ghana,GHA,Sub-Saharan Africa,2018,8,44210,36754,0.831,170.03,6249199.41,emerging
Ghana,GHA,Sub-Saharan Africa,2018,9,54660,40695,0.745,118.35,4816395.31,emerging
Ghana,GHA,Sub-Saharan Africa,2018,10,77692,70610,0.909,117.81,8318234.82,emerging
Ghana,GHA,Sub-Saharan Africa,2018,11,62824,56596,0.901,106.82,6045671.83,emerging
Ghana,GHA,Sub-Saharan Africa,2018,12,48385,39798,0.823,152.71,6077442.45,emerging
Ghana,GHA,Sub-Saharan Africa,2019,1,52519,49348,0.94,89.82,4432306.01,emerging
Ghana,GHA,Sub-Saharan Africa,2019,2,55436,36351,0.656,100.44,3651116.61,emerging
Ghana,GHA,Sub-Saharan Africa,2019,3,56886,48686,0.856,95.12,4630773.95,emerging
Ghana,GHA,Sub-Saharan Africa,2019,4,77933,67190,0.862,114.07,7664258.29,emerging
Ghana,GHA,Sub-Saharan Africa,2019,5,59263,45437,0.767,119.21,5416322.52,emerging
Ghana,GHA,Sub-Saharan Africa,2019,6,52911,34438,0.651,153.36,5281320.63,emerging
Ghana,GHA,Sub-Saharan Africa,2019,7,63809,49156,0.77,149.81,7364193.54,emerging
Ghana,GHA,Sub-Saharan Africa,2019,8,58735,54500,0.928,134.16,7311639.76,emerging
Ghana,GHA,Sub-Saharan Africa,2019,9,41164,26611,0.646,90.82,2416704.27,emerging
Ghana,GHA,Sub-Saharan Africa,2019,10,67690,46046,0.68,106.11,4885794.26,emerging
Ghana,GHA,Sub-Saharan Africa,2019,11,69810,51786,0.742,119.08,6166756.36,emerging
Ghana,GHA,Sub-Saharan Africa,2019,12,59876,44066,0.736,143.31,6315169.01,emerging
Ghana,GHA,Sub-Saharan Africa,2020,1,15610,13388,0.858,114.96,1539092.51,emerging
Ghana,GHA,Sub-Saharan Africa,2020,2,15725,14140,0.899,113.91,1610651.93,emerging
Ghana,GHA,Sub-Saharan Africa,2020,3,14765,10127,0.686,110.17,1115658.96,emerging
Ghana,GHA,Sub-Saharan Africa,2020,4,22205,16246,0.732,95.58,1552852.12,emerging
Ghana,GHA,Sub-Saharan Africa,2020,5,25264,16923,0.67,111.01,1878697.93,emerging
Ghana,GHA,Sub-Saharan Africa,2020,6,15845,9612,0.607,151.87,1459764.21,emerging
Ghana,GHA,Sub-Saharan Africa,2020,7,16285,10582,0.65,165.61,1752493.78,emerging
Ghana,GHA,Sub-Saharan Africa,2020,8,12146,9556,0.787,145.57,1391020.71,emerging
Ghana,GHA,Sub-Saharan Africa,2020,9,20049,17672,0.881,90.18,1593678.82,emerging
Ghana,GHA,Sub-Saharan Africa,2020,10,13467,12287,0.912,101.72,1249774.95,emerging
Ghana,GHA,Sub-Saharan Africa,2020,11,20098,13240,0.659,120.83,1599809.43,emerging
Ghana,GHA,Sub-Saharan Africa,2020,12,26063,15656,0.601,156.23,2445973.3,emerging
Ghana,GHA,Sub-Saharan Africa,2021,1,33753,25337,0.751,102.41,2594885.57,emerging
Ghana,GHA,Sub-Saharan Africa,2021,2,20736,12650,0.61,114.08,1443103.78,emerging
Ghana,GHA,Sub-Saharan Africa,2021,3,30501,23969,0.786,96.44,2311513.05,emerging
Ghana,GHA,Sub-Saharan Africa,2021,4,39900,35024,0.878,106.25,3721173.46,emerging
Ghana,GHA,Sub-Saharan Africa,2021,5,45259,28991,0.641,113.96,3303776.09,emerging
Ghana,GHA,Sub-Saharan Africa,2021,6,41799,28459,0.681,137.82,3922258.27,emerging
Ghana,GHA,Sub-Saharan Africa,2021,7,29776,26789,0.9,166.66,4464527.53,emerging
Ghana,GHA,Sub-Saharan Africa,2021,8,35290,22289,0.632,174.01,3878565.69,emerging
Ghana,GHA,Sub-Saharan Africa,2021,9,30513,24790,0.812,114.5,2838513.55,emerging
Ghana,GHA,Sub-Saharan Africa,2021,10,35888,29724,0.828,89.07,2647390.88,emerging
Ghana,GHA,Sub-Saharan Africa,2021,11,42877,36578,0.853,93.12,3406059.64,emerging
Ghana,GHA,Sub-Saharan Africa,2021,12,28363,19483,0.687,150.53,2932855.84,emerging
Ghana,GHA,Sub-Saharan Africa,2022,1,32481,28070,0.864,90.61,2543376.63,emerging
Ghana,GHA,Sub-Saharan Africa,2022,2,47414,39444,0.832,101.75,4013321.45,emerging
Ghana,GHA,Sub-Saharan Africa,2022,3,58615,38987,0.665,96.73,3771236.66,emerging
Ghana,GHA,Sub-Saharan Africa,2022,4,48748,35759,0.734,120.56,4311183.53,emerging
Ghana,GHA,Sub-Saharan Africa,2022,5,47017,41884,0.891,109.51,4586802.38,emerging
Ghana,GHA,Sub-Saharan Africa,2022,6,45187,42056,0.931,174.73,7348361.43,emerging
Ghana,GHA,Sub-Saharan Africa,2022,7,57349,44480,0.776,141.7,6302660.68,emerging
Ghana,GHA,Sub-Saharan Africa,2022,8,38699,31538,0.815,148.67,4688716.64,emerging
Ghana,GHA,Sub-Saharan Africa,2022,9,45806,40238,0.878,94.91,3818987.2,emerging
Ghana,GHA,Sub-Saharan Africa,2022,10,51747,48394,0.935,96.24,4657613.96,emerging
Ghana,GHA,Sub-Saharan Africa,2022,11,60766,37218,0.612,98.97,3683393.98,emerging
Ghana,GHA,Sub-Saharan Africa,2022,12,45055,28607,0.635,132.06,3777939.37,emerging
Brazil,BRA,South America,2018,1,849423,599297,0.706,362.41,217188959.25,emerging
Brazil,BRA,South America,2018,2,833093,670259,0.805,383.11,256781402.2,emerging
Brazil,BRA,South America,2018,3,1103521,760055,0.689,390.71,296957420.84,emerging
Brazil,BRA,South America,2018,4,1147476,760558,0.663,478.66,364051036.38,emerging
Brazil,BRA,South America,2018,5,1267735,898091,0.708,364.64,327483140.72,emerging
Brazil,BRA,South America,2018,6,922661,588966,0.638,700.34,412478680.81,emerging
Brazil,BRA,South America,2018,7,828906,506781,0.611,640.18,324430413.51,emerging
Brazil,BRA,South America,2018,8,736754,502682,0.682,568.95,286001684.1,emerging
Brazil,BRA,South America,2018,9,1066923,640382,0.6,419.26,268488390.17,emerging
Brazil,BRA,South America,2018,10,1028700,816099,0.793,406.71,331914781.04,emerging
Brazil,BRA,South America,2018,11,854205,650341,0.761,437.03,284217904.34,emerging
Brazil,BRA,South America,2018,12,925375,803159,0.868,606.79,487347868.02,emerging
Brazil,BRA,South America,2019,1,1001010,803466,0.803,477.35,383533823.55,emerging
Brazil,BRA,South America,2019,2,813549,540985,0.665,471.05,254830882.13,emerging
Brazil,BRA,South America,2019,3,1010924,950596,0.94,372.63,354223970.73,emerging
Brazil,BRA,South America,2019,4,869860,671605,0.772,450.57,302603544.06,emerging
Brazil,BRA,South America,2019,5,1695725,1333340,0.786,452.57,603435971.46,emerging
Brazil,BRA,South America,2019,6,963355,678818,0.705,600.35,407530681.94,emerging
Brazil,BRA,South America,2019,7,788969,552009,0.7,571.13,315269093.86,emerging
Brazil,BRA,South America,2019,8,800708,609569,0.761,677.74,413130128.94,emerging
Brazil,BRA,South America,2019,9,834820,636198,0.762,391.27,248924906.49,emerging
Brazil,BRA,South America,2019,10,1275214,805744,0.632,492.61,396917515.8,emerging
Brazil,BRA,South America,2019,11,1148510,763868,0.665,407.83,311531561.55,emerging
Brazil,BRA,South America,2019,12,879712,579099,0.658,600.36,347668551.72,emerging
Brazil,BRA,South America,2020,1,269651,174010,0.645,451.26,78522890.38,emerging
Brazil,BRA,South America,2020,2,228212,182642,0.8,400.08,73071721.01,emerging
Brazil,BRA,South America,2020,3,265885,160976,0.605,458.79,73854712.67,emerging
Brazil,BRA,South America,2020,4,367882,282054,0.767,373.77,105423154.22,emerging
Brazil,BRA,South America,2020,5,328584,290898,0.885,424.78,123567637.37,emerging
Brazil,BRA,South America,2020,6,355445,337669,0.95,684.13,231008575.44,emerging
Brazil,BRA,South America,2020,7,235060,160050,0.681,585.65,93733951.14,emerging
Brazil,BRA,South America,2020,8,370589,265849,0.717,667.16,177363928.86,emerging
Brazil,BRA,South America,2020,9,337715,299505,0.887,440.68,131984819.4,emerging
Brazil,BRA,South America,2020,10,270653,178963,0.661,426.48,76323624.21,emerging
Brazil,BRA,South America,2020,11,386569,354318,0.917,382.44,135503932.96,emerging
Brazil,BRA,South America,2020,12,305823,246519,0.806,625.94,154305483.75,emerging
Brazil,BRA,South America,2021,1,445787,325093,0.729,488.89,158933559.32,emerging
Brazil,BRA,South America,2021,2,528521,420596,0.796,445.76,187484989.1,emerging
Brazil,BRA,South America,2021,3,483207,415405,0.86,367.09,152489769.11,emerging
Brazil,BRA,South America,2021,4,615395,370504,0.602,412.07,152673460.99,emerging
Brazil,BRA,South America,2021,5,847088,799547,0.944,450.15,359913728.72,emerging
Brazil,BRA,South America,2021,6,703669,486912,0.692,633.66,308536601.84,emerging
Brazil,BRA,South America,2021,7,561851,434898,0.774,555.94,241776476.79,emerging
Brazil,BRA,South America,2021,8,560045,379065,0.677,557.59,211361178.17,emerging
Brazil,BRA,South America,2021,9,504990,316180,0.626,444.97,140692162.31,emerging
Brazil,BRA,South America,2021,10,856660,590963,0.69,490.21,289697240.99,emerging
Brazil,BRA,South America,2021,11,967272,617463,0.638,461.05,284680783.4,emerging
Brazil,BRA,South America,2021,12,675091,582334,0.863,684.14,398399766.23,emerging
Brazil,BRA,South America,2022,1,597699,497073,0.832,476.47,236839648.9,emerging
Brazil,BRA,South America,2022,2,572920,359859,0.628,363.68,130873920.49,emerging
Brazil,BRA,South America,2022,3,768519,462242,0.601,404.14,186809419.75,emerging
Brazil,BRA,South America,2022,4,785808,501832,0.639,447.9,224771011.25,emerging
Brazil,BRA,South America,2022,5,1176582,1076954,0.915,394.13,424465082.74,emerging
Brazil,BRA,South America,2022,6,1140669,1058429,0.928,703.15,744229654.75,emerging
Brazil,BRA,South America,2022,7,973589,852141,0.875,592.74,505096748.9,emerging
Brazil,BRA,South America,2022,8,601961,463953,0.771,549.86,255110312.01,emerging
Brazil,BRA,South America,2022,9,1052451,763456,0.725,489.38,373616958.7,emerging
Brazil,BRA,South America,2022,10,814166,605700,0.744,375.97,227726265.06,emerging
