Country,Country_Code,Region,Year,Month,Hotel_Bookings,Average_Daily_Rate,Occupancy_Rate,Revenue,Tourism_Maturity
Egypt,EGY,Africa,2018,8,137424,425.91,0.76,44461562.25,emerging
Egypt,EGY,Africa,2018,9,187859,180.76,0.866,29395930.07,emerging
Egypt,EGY,Africa,2018,10,126718,265.26,0.871,29263506.11,emerging
Egypt,EGY,Africa,2018,11,140294,217.06,0.799,24340659.82,emerging
Egypt,EGY,Africa,2018,12,110790,402.66,0.461,20555037.08,emerging
Egypt,EGY,Africa,2019,1,150039,201.16,0.717,21627772.71,emerging
Egypt,EGY,Africa,2019,2,109314,200.34,0.622,13625561.95,emerging
Egypt,EGY,Africa,2019,3,154021,168.01,0.889,22998260.34,emerging
Egypt,EGY,Africa,2019,4,165597,260.84,0.659,28457448.14,emerging
Egypt,EGY,Africa,2019,5,174919,192.99,0.734,24780105.38,emerging
Egypt,EGY,Africa,2019,6,138956,331.71,0.531,24473720.48,emerging
Egypt,EGY,Africa,2019,7,129057,319.95,0.408,16829781.52,emerging
Egypt,EGY,Africa,2019,8,137281,393.56,0.574,31007793.44,emerging
Egypt,EGY,Africa,2019,9,155007,183.83,0.717,20416724.65,emerging
Egypt,EGY,Africa,2019,10,166737,249.16,0.808,33559242.75,emerging
Egypt,EGY,Africa,2019,11,171241,201.13,0.68,23411013.36,emerging
Egypt,EGY,Africa,2019,12,141456,420.35,0.822,48847905.59,emerging
Egypt,EGY,Africa,2020,1,44281,283.85,0.701,8807557.19,emerging
Egypt,EGY,Africa,2020,2,31688,179.46,0.699,3975278.08,emerging
Egypt,EGY,Africa,2020,3,53455,272.01,0.733,10650791.65,emerging
Egypt,EGY,Africa,2020,4,43046,246.04,0.819,8675780.0,emerging
Egypt,EGY,Africa,2020,5,41188,225.15,0.774,7180831.51,emerging
Egypt,EGY,Africa,2020,6,48071,406.92,0.412,8065344.51,emerging
Egypt,EGY,Africa,2020,7,36644,414.33,0.859,13036018.73,emerging
Egypt,EGY,Africa,2020,8,37084,382.11,0.898,12727964.7,emerging
Egypt,EGY,Africa,2020,9,50160,261.97,0.515,6770942.7,emerging
Egypt,EGY,Africa,2020,10,57666,180.13,0.892,9262165.28,emerging
Egypt,EGY,Africa,2020,11,37497,247.48,0.736,6826553.99,emerging
Egypt,EGY,Africa,2020,12,43432,378.19,0.433,7108333.59,emerging
Egypt,EGY,Africa,2021,1,90142,213.98,0.576,11113173.09,emerging
Egypt,EGY,Africa,2021,2,84355,238.85,0.791,15934978.69,emerging
Egypt,EGY,Africa,2021,3,98617,260.4,0.814,20893903.56,emerging
Egypt,EGY,Africa,2021,4,98202,287.73,0.653,18447684.94,emerging
Egypt,EGY,Africa,2021,5,116327,263.73,0.607,18616791.01,emerging
Egypt,EGY,Africa,2021,6,95815,428.3,0.418,17143858.26,emerging
Egypt,EGY,Africa,2021,7,64624,370.35,0.401,9592568.56,emerging
Egypt,EGY,Africa,2021,8,86785,346.35,0.542,16283510.66,emerging
Egypt,EGY,Africa,2021,9,104270,201.36,0.762,15992187.49,emerging
Egypt,EGY,Africa,2021,10,116618,263.1,0.83,25468190.48,emerging
Egypt,EGY,Africa,2021,11,90894,177.58,0.569,9179826.18,emerging
Egypt,EGY,Africa,2021,12,59880,372.05,0.617,13748701.6,emerging
Egypt,EGY,Africa,2022,1,120895,203.85,0.667,16442277.31,emerging
Egypt,EGY,Africa,2022,2,103347,191.42,0.757,14978880.35,emerging
Egypt,EGY,Africa,2022,3,113764,267.51,0.881,26814713.08,emerging
Egypt,EGY,Africa,2022,4,167918,250.5,0.431,18136552.97,emerging
Egypt,EGY,Africa,2022,5,114942,265.51,0.528,16117245.66,emerging
Egypt,EGY,Africa,2022,6,111440,329.44,0.507,18625389.01,emerging
Egypt,EGY,Africa,2022,7,135279,343.42,0.647,30056858.32,emerging
Egypt,EGY,Africa,2022,8,88402,393.35,0.801,27837521.66,emerging
Egypt,EGY,Africa,2022,9,106975,262.17,0.532,14918815.41,emerging
Egypt,EGY,Africa,2022,10,145294,255.6,0.933,34639526.52,emerging
Egypt,EGY,Africa,2022,11,118442,179.25,0.545,11563423.96,emerging
Egypt,EGY,Africa,2022,12,92624,332.36,0.584,17971038.24,emerging
Kenya,KEN,Africa,2018,1,73324,184.3,0.508,6859280.27,emerging
Kenya,KEN,Africa,2018,2,87298,176.81,0.885,13657346.34,emerging
Kenya,KEN,Africa,2018,3,117871,172.26,0.834,16930375.2,emerging
Kenya,KEN,Africa,2018,4,86551,152.84,0.913,12075505.13,emerging
Kenya,KEN,Africa,2018,5,71384,115.36,0.82,6748341.43,emerging
Kenya,KEN,Africa,2018,6,68627,273.19,0.442,8278334.45,emerging
Kenya,KEN,Africa,2018,7,63125,227.82,0.897,12896771.65,emerging
Kenya,KEN,Africa,2018,8,67183,275.45,0.449,8303398.73,emerging
Kenya,KEN,Africa,2018,9,59050,130.8,0.583,4504451.92,emerging
Kenya,KEN,Africa,2018,10,99445,122.54,0.641,7805380.75,emerging
Kenya,KEN,Africa,2018,11,62745,180.42,0.425,4808267.52,emerging
Kenya,KEN,Africa,2018,12,60569,258.51,0.902,14126342.35,emerging
Kenya,KEN,Africa,2019,1,95714,183.62,0.435,7637364.68,emerging
Kenya,KEN,Africa,2019,2,81534,174.39,0.896,12744985.18,emerging
Kenya,KEN,Africa,2019,3,82705,184.94,0.621,9505467.13,emerging
Kenya,KEN,Africa,2019,4,97761,145.93,0.635,9062292.99,emerging
Kenya,KEN,Africa,2019,5,95078,140.47,0.836,11165687.39,emerging
Kenya,KEN,Africa,2019,6,70566,263.18,0.527,9788513.24,emerging
Kenya,KEN,Africa,2019,7,74585,260.81,0.508,9890935.97,emerging
Kenya,KEN,Africa,2019,8,84358,221.9,0.435,8140088.16,emerging
Kenya,KEN,Africa,2019,9,83883,156.28,0.504,6606231.9,emerging
Kenya,KEN,Africa,2019,10,90813,187.66,0.557,9488223.79,emerging
Kenya,KEN,Africa,2019,11,72749,191.4,0.566,7885010.26,emerging
Kenya,KEN,Africa,2019,12,82199,226.52,0.703,13081870.73,emerging
Kenya,KEN,Africa,2020,1,20037,188.93,0.638,2415323.56,emerging
Kenya,KEN,Africa,2020,2,20609,187.58,0.944,3649679.59,emerging
Kenya,KEN,Africa,2020,3,20951,178.75,0.61,2285003.59,emerging
Kenya,KEN,Africa,2020,4,24753,142.0,0.621,2181471.07,emerging
Kenya,KEN,Africa,2020,5,25716,157.82,0.701,2843788.78,emerging
Kenya,KEN,Africa,2020,6,21461,251.34,0.935,5044477.17,emerging
Kenya,KEN,Africa,2020,7,22736,246.48,0.904,5065097.62,emerging
Kenya,KEN,Africa,2020,8,23159,218.8,0.701,3552822.27,emerging
Kenya,KEN,Africa,2020,9,24239,173.4,0.932,3917016.72,emerging
Kenya,KEN,Africa,2020,10,18164,146.79,0.632,1684665.12,emerging
Kenya,KEN,Africa,2020,11,20342,175.53,0.74,2641442.73,emerging
Kenya,KEN,Africa,2020,12,18089,275.1,0.503,2502606.84,emerging
Kenya,KEN,Africa,2021,1,50410,142.13,0.739,5295220.08,emerging
Kenya,KEN,Africa,2021,2,34575,139.57,0.841,4059868.21,emerging
Kenya,KEN,Africa,2021,3,53480,184.37,0.716,7062986.9,emerging
Kenya,KEN,Africa,2021,4,76267,190.61,0.65,9443950.32,emerging
Kenya,KEN,Africa,2021,5,48915,178.79,0.522,4563879.21,emerging
Kenya,KEN,Africa,2021,6,49768,255.35,0.799,10154361.04,emerging
Kenya,KEN,Africa,2021,7,32681,269.3,0.571,5024682.71,emerging
Kenya,KEN,Africa,2021,8,50512,248.73,0.551,6923218.51,emerging
Kenya,KEN,Africa,2021,9,57800,173.2,0.942,9431870.95,emerging
Kenya,KEN,Africa,2021,10,51540,163.94,0.736,6221874.14,emerging
Kenya,KEN,Africa,2021,11,55490,115.07,0.56,3578431.27,emerging
Kenya,KEN,Africa,2021,12,50168,241.91,0.928,11266430.5,emerging
Kenya,KEN,Africa,2022,1,55337,191.79,0.784,8317319.53,emerging
Kenya,KEN,Africa,2022,2,55475,143.75,0.899,7167887.87,emerging
Kenya,KEN,Africa,2022,3,79452,166.48,0.452,5980415.26,emerging
Kenya,KEN,Africa,2022,4,82909,182.33,0.498,7528856.54,emerging
Kenya,KEN,Africa,2022,5,78560,114.03,0.909,8146835.84,emerging
Kenya,KEN,Africa,2022,6,70746,236.33,0.459,7672519.81,emerging
Kenya,KEN,Africa,2022,7,49649,210.39,0.665,6950090.63,emerging
Kenya,KEN,Africa,2022,8,63996,245.87,0.41,6451960.97,emerging
Kenya,KEN,Africa,2022,9,56780,113.28,0.741,4762988.03,emerging
Kenya,KEN,Africa,2022,10,93847,130.65,0.756,9265341.02,emerging
Kenya,KEN,Africa,2022,11,78924,134.19,0.858,9082357.49,emerging
Kenya,KEN,Africa,2022,12,63468,210.71,0.606,8108523.33,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,1,168421,187.59,0.558,17626990.51,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,2,156610,183.44,0.605,17382083.34,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,3,174391,139.16,0.668,16215706.19,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,4,205266,190.76,0.799,31301505.12,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,5,182321,175.56,0.411,13166061.16,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,6,191204,296.04,0.62,35079350.8,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,7,247852,314.7,0.734,57249007.58,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,8,142287,262.21,0.405,15118319.99,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,9,201173,195.5,0.746,29357746.22,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,10,212613,193.59,0.868,35729291.52,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,11,208593,199.87,0.76,31675433.3,emerging
Nigeria,NIG,Sub-Saharan Africa,2018,12,194379,315.68,0.923,56612544.19,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,1,185457,197.4,0.544,19909129.37,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,2,155678,139.39,0.686,14887343.34,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,3,169339,141.93,0.77,18507064.98,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,4,166030,128.63,0.612,13063568.23,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,5,224313,151.34,0.542,18394826.28,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,6,177934,243.18,0.622,26909231.06,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,7,214472,248.55,0.776,41390059.03,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,8,142125,259.94,0.577,21303908.77,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,9,221510,160.86,0.78,27784770.41,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,10,203508,135.61,0.917,25300254.39,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,11,248333,127.14,0.565,17846305.08,emerging
Nigeria,NIG,Sub-Saharan Africa,2019,12,191713,236.96,0.741,33662040.73,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,1,42427,178.56,0.404,3058457.62,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,2,50167,138.21,0.763,5287596.62,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,3,55717,138.3,0.461,3555753.24,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,4,56054,144.92,0.493,4000972.66,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,5,88388,160.23,0.696,9854201.55,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,6,43342,304.59,0.494,6519107.89,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,7,51948,235.13,0.475,5804723.09,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,8,58150,289.75,0.772,13012871.07,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,9,52725,207.02,0.679,7410867.46,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,10,57710,144.98,0.454,3801703.07,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,11,69213,150.91,0.688,7188365.31,emerging
Nigeria,NIG,Sub-Saharan Africa,2020,12,62215,302.56,0.95,17879399.51,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,1,91179,197.32,0.88,15835416.54,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,2,89983,153.36,0.816,11258139.06,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,3,91905,178.18,0.788,12898635.17,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,4,125254,141.43,0.867,15355187.11,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,5,121351,142.24,0.698,12054966.3,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,6,143526,313.9,0.812,36561435.95,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,7,94139,240.65,0.442,10012346.78,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,8,69243,262.51,0.586,10654705.7,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,9,95479,200.84,0.738,14160961.39,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,10,129081,155.9,0.626,12589708.97,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,11,131679,161.78,0.736,15672947.18,emerging
Nigeria,NIG,Sub-Saharan Africa,2021,12,116209,302.54,0.895,31468641.89,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,1,149024,144.3,0.92,19780431.38,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,2,117187,179.53,0.81,17040891.61,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,3,128546,129.15,0.484,8038891.94,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,4,151880,160.22,0.487,11840279.18,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,5,243312,174.07,0.603,25520111.47,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,6,154079,280.81,0.464,20079910.67,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,7,150601,299.44,0.699,31530794.39,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,8,110895,298.04,0.569,18816439.41,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,9,142866,164.61,0.907,21340654.06,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,10,148331,202.89,0.43,12926087.83,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,11,129201,184.67,0.505,12045139.47,emerging
Nigeria,NIG,Sub-Saharan Africa,2022,12,139950,240.8,0.583,19638265.42,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,1,84692,76.91,0.786,5120350.43,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,2,92679,76.48,0.782,5543888.47,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,3,102170,82.19,0.563,4726940.82,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,4,110558,77.08,0.526,4480879.2,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,5,147719,69.65,0.565,5813960.76,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,6,139549,104.84,0.93,13603773.55,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,7,145652,117.6,0.462,7922303.21,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,8,84300,112.16,0.868,8209450.8,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,9,95359,54.16,0.441,2277352.64,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,10,111495,82.25,0.423,3881799.04,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,11,119545,75.36,0.854,7695355.61,emerging
Ethiopia,ETH,Sub-Saharan Africa,2018,12,129910,121.86,0.471,7462644.48,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,1,109815,85.85,0.944,8898700.55,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,2,86719,75.93,0.923,6079208.26,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,3,109958,55.33,0.768,4671782.56,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,4,153536,75.5,0.842,9758352.19,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,5,148003,53.87,0.493,3929929.68,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,6,148784,111.35,0.407,6736650.25,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,7,123505,111.52,0.86,11844305.44,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,8,77034,97.26,0.739,5533630.36,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,9,131061,51.65,0.863,5841880.52,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,10,102138,64.58,0.605,3990508.73,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,11,156083,68.56,0.646,6912450.75,emerging
Ethiopia,ETH,Sub-Saharan Africa,2019,12,124235,95.36,0.448,5302195.1,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,1,20372,75.17,0.689,1055208.66,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,2,27305,68.35,0.522,974168.2,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,3,36799,61.0,0.915,2052958.12,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,4,30991,56.44,0.671,1174198.87,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,5,31519,51.71,0.673,1096591.87,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,6,29658,93.94,0.563,1568033.65,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,7,27867,107.79,0.475,1425378.22,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,8,31577,119.17,0.772,2903402.04,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,9,26092,55.35,0.675,974483.01,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,10,42550,67.27,0.508,1453080.26,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,11,29791,84.38,0.809,2032801.47,emerging
Ethiopia,ETH,Sub-Saharan Africa,2020,12,35170,104.23,0.892,3271307.31,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,1,44246,69.66,0.792,2442447.92,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,2,43141,51.84,0.525,1174643.69,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,3,82463,69.23,0.848,4844131.07,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,4,81090,84.37,0.9,6157545.71,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,5,77330,61.86,0.731,3496322.57,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,6,79111,111.54,0.852,7520392.63,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,7,49589,105.64,0.778,4072988.86,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,8,54645,109.43,0.93,5561759.98,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,9,74624,84.57,0.797,5031757.3,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,10,88195,71.71,0.478,3024319.06,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,11,79296,59.5,0.949,4478459.37,emerging
Ethiopia,ETH,Sub-Saharan Africa,2021,12,56352,101.9,0.743,4267481.57,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,1,64805,51.17,0.471,1562636.92,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,2,71412,67.81,0.48,2325967.99,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,3,82967,59.51,0.523,2582266.66,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,4,127639,63.43,0.426,3445365.34,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,5,146109,79.01,0.54,6233293.17,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,6,84693,124.64,0.597,6297674.77,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,7,100417,112.85,0.621,7034246.82,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,8,79249,110.64,0.412,3609576.92,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,9,97287,54.47,0.655,3472542.96,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,10,113370,75.8,0.626,5378838.75,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,11,122800,55.13,0.759,5140946.89,emerging
Ethiopia,ETH,Sub-Saharan Africa,2022,12,107948,125.62,0.719,9746713.07,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,1,36092,68.79,0.59,1464926.55,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,2,40452,70.24,0.924,2625019.18,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,3,56946,63.05,0.709,2545914.03,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,4,73836,72.4,0.688,3678483.9,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,5,66109,70.25,0.738,3427782.44,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,6,87390,130.47,0.704,8024826.79,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,7,55925,152.99,0.876,7490808.77,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,8,37849,154.0,0.483,2817165.43,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,9,45832,90.33,0.612,2534681.83,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,10,51772,90.31,0.429,2006154.04,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,11,59273,81.88,0.547,2652907.18,emerging
Tanzania,TAN,Sub-Saharan Africa,2018,12,53377,118.21,0.841,5306378.82,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,1,60293,68.3,0.537,2211703.62,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,2,36063,103.59,0.565,2109823.29,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,3,70263,83.87,0.926,5457191.09,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,4,48213,104.44,0.643,3235464.17,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,5,84146,81.78,0.692,4758978.25,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,6,67246,146.2,0.741,7282680.17,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,7,57658,149.27,0.922,7931066.9,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,8,41072,140.27,0.876,5048279.03,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,9,49825,96.84,0.892,4305159.53,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,10,74360,93.15,0.931,6445911.11,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,11,90816,97.48,0.448,3961659.1,emerging
Tanzania,TAN,Sub-Saharan Africa,2019,12,60711,138.9,0.79,6663923.66,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,1,12915,65.71,0.571,484638.54,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,2,13128,100.21,0.902,1186708.35,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,3,15724,77.99,0.624,764855.81,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,4,17521,90.91,0.597,951073.61,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,5,17875,80.92,0.523,756873.71,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,6,16954,135.12,0.513,1175797.63,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,7,16346,126.62,0.732,1515137.24,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,8,18914,138.48,0.756,1979554.82,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,9,22989,78.06,0.492,882144.65,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,10,16997,79.32,0.755,1017606.8,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,11,17856,99.15,0.442,782255.14,emerging
Tanzania,TAN,Sub-Saharan Africa,2020,12,23195,156.18,0.945,3421638.94,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,1,30802,67.84,0.788,1647469.62,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,2,20862,101.07,0.574,1210616.22,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,3,31903,101.98,0.407,1325020.66,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,4,30504,80.17,0.785,1920573.17,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,5,42152,91.05,0.884,3392938.72,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,6,33058,137.38,0.799,3628593.69,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,7,38248,134.13,0.409,2100306.99,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,8,23680,119.63,0.589,1667952.84,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,9,27907,80.35,0.498,1117213.52,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,10,36502,99.95,0.614,2241117.15,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,11,42878,103.55,0.695,3083835.87,emerging
Tanzania,TAN,Sub-Saharan Africa,2021,12,39283,120.65,0.874,4143511.13,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,1,38946,62.6,0.935,2278850.98,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,2,39361,78.46,0.925,2856101.67,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,3,42803,91.52,0.506,1980554.2,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,4,42624,95.89,0.608,2483197.15,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,5,40036,79.83,0.525,1679265.25,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,6,46962,122.96,0.863,4984558.26,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,7,41661,131.69,0.564,3093932.91,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,8,48927,118.85,0.663,3855102.84,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,9,37187,100.5,0.44,1645850.7,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,10,60793,68.98,0.449,1881642.07,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,11,47968,66.12,0.687,2177356.65,emerging
Tanzania,TAN,Sub-Saharan Africa,2022,12,73505,115.91,0.654,5568843.66,emerging
Ghana,GHA,Sub-Saharan Africa,2018,1,24575,153.09,0.583,2191501.42,emerging
Ghana,GHA,Sub-Saharan Africa,2018,2,21040,124.87,0.826,2170655.0,emerging
Ghana,GHA,Sub-Saharan Africa,2018,3,22133,156.93,0.631,2191958.75,emerging
Ghana,GHA,Sub-Saharan Africa,2018,4,31714,131.43,0.463,1929417.88,emerging
Ghana,GHA,Sub-Saharan Africa,2018,5,33606,195.52,0.474,3114770.04,emerging
Ghana,GHA,Sub-Saharan Africa,2018,6,33792,254.22,0.886,7610479.67,emerging
Ghana,GHA,Sub-Saharan Africa,2018,7,27245,243.91,0.942,6261366.4,emerging
Ghana,GHA,Sub-Saharan Africa,2018,8,20499,278.75,0.713,4074773.21,emerging
Ghana,GHA,Sub-Saharan Africa,2018,9,24696,206.93,0.864,4416027.35,emerging
Ghana,GHA,Sub-Saharan Africa,2018,10,38772,208.93,0.651,5276718.14,emerging
Ghana,GHA,Sub-Saharan Africa,2018,11,27519,190.56,0.609,3195954.26,emerging
Ghana,GHA,Sub-Saharan Africa,2018,12,25998,271.33,0.909,6413045.65,emerging
Ghana,GHA,Sub-Saharan Africa,2019,1,25061,197.89,0.63,3124364.37,emerging
Ghana,GHA,Sub-Saharan Africa,2019,2,20105,197.86,0.933,3712565.06,emerging
Ghana,GHA,Sub-Saharan Africa,2019,3,26961,149.91,0.615,2484872.46,emerging
Ghana,GHA,Sub-Saharan Africa,2019,4,36722,124.12,0.523,2384539.34,emerging
Ghana,GHA,Sub-Saharan Africa,2019,5,38064,158.9,0.582,3518027.8,emerging
